Mouse0000-00-00AAPER0000-00-00Madrid
Keyboard0000-00-00AAPER0000-00-00Madrid
Bag-Laptop2009-11-30AAPER0000-00-00Madrid
IP Phone 7941FCH11489QBU001E7A2643D10000-00-00AAPER0000-00-00Madrid
Laptop 6930pN26124CZC9415Q4J0000-00-00AAPER0000-00-00Madrid
DS 6910/6930pCNU651X9CS0000-00-00AAPER0000-00-00Madrid
Monitor 22"747583PO45003083513CQ9452PCQ2010-01-05AAPER2010-01-08Madrid
Mouse;;;;;;0000-00-00;AAPER;0000-00-00;Madrid;;
;Keyboard;;;;;;0000-00-00;AAPER;0000-00-00;Madrid;;
;Bag-Laptop;;;;;;2009-11-30;AAPER;0000-00-00;Madrid;;
;IP Phone 7941;;;;FCH11489QBU;001E7A2643D1;0000-00-00;AAPER;0000-00-00;Madrid;;
;Laptop 6930p;N26124;;;CZC9415Q4J;;0000-00-00;AAPER;0000-00-00;Madrid;;
;DS 6910/6930p;;;;CNU651X9CS;;0000-00-00;AAPER;0000-00-00;Madrid;;
;Monitor 22";;747583;PO4500308351;3CQ9452PCQ;;2010-01-05;AAPER;2010-01-08;Madrid;;
Mouse0000-00-00AAPER0000-00-00Madrid
Keyboard0000-00-00AAPER0000-00-00Madrid
Bag-Laptop2009-11-30AAPER0000-00-00Madrid
IP Phone 7941FCH11489QBU001E7A2643D10000-00-00AAPER0000-00-00Madrid
Laptop 6930pN26124CZC9415Q4J0000-00-00AAPER0000-00-00Madrid
DS 6910/6930pCNU651X9CS0000-00-00AAPER0000-00-00Madrid
Monitor 22"747583PO45003083513CQ9452PCQ2010-01-05AAPER2010-01-08Madrid
Mouse0000-00-00AAPER0000-00-00Madrid
Keyboard0000-00-00AAPER0000-00-00Madrid
Bag-Laptop2009-11-30AAPER0000-00-00Madrid
IP Phone 7941FCH11489QBU001E7A2643D10000-00-00AAPER0000-00-00Madrid
Laptop 6930pN26124CZC9415Q4J0000-00-00AAPER0000-00-00Madrid
DS 6910/6930pCNU651X9CS0000-00-00AAPER0000-00-00Madrid
Monitor 22"747583PO45003083513CQ9452PCQ2010-01-05AAPER2010-01-08Madrid
Mouse;;;;;;0000-00-00;AAPER;0000-00-00;Madrid;;
;Keyboard;;;;;;0000-00-00;AAPER;0000-00-00;Madrid;;
;Bag-Laptop;;;;;;2009-11-30;AAPER;0000-00-00;Madrid;;
;IP Phone 7941;;;;FCH11489QBU;001E7A2643D1;0000-00-00;AAPER;0000-00-00;Madrid;;
;Laptop 6930p;N26124;;;CZC9415Q4J;;0000-00-00;AAPER;0000-00-00;Madrid;;
;DS 6910/6930p;;;;CNU651X9CS;;0000-00-00;AAPER;0000-00-00;Madrid;;
;Monitor 22";;747583;PO4500308351;3CQ9452PCQ;;2010-01-05;AAPER;2010-01-08;Madrid;;
;Mouse;;;;;;0000-00-00;AAPER;0000-00-00;Madrid;;
;Keyboard;;;;;;0000-00-00;AAPER;0000-00-00;Madrid;;
;Bag-Laptop;;;;;;2009-11-30;AAPER;0000-00-00;Madrid;;
;IP Phone 7941;;;;FCH11489QBU;001E7A2643D1;0000-00-00;AAPER;0000-00-00;Madrid;;
;Laptop 6930p;N26124;;;CZC9415Q4J;;0000-00-00;AAPER;0000-00-00;Madrid;;
;DS 6910/6930p;;;;CNU651X9CS;;0000-00-00;AAPER;0000-00-00;Madrid;;
;Monitor 22";;747583;PO4500308351;3CQ9452PCQ;;2010-01-05;AAPER;2010-01-08;Madrid;;
